,0
57962,076985
57963,076986
57964,076987
57965,076988
57966,076989
57967,07698P
57968,07699
57969,076990
57970,076991
57971,076992
57972,076993
57973,076994
57974,076995
57975,076996
57976,076997
57977,076998
57978,076999
57979,07699P
57980,0770
57981,07700
57982,077000
57983,077001
57984,077002
57985,077003
57986,077004
57987,077005
57988,077006
57989,077007
57990,077008
57991,077009
57992,07700P
57993,07701
57994,077010
57995,077011
57996,077012
57997,077013
57998,077014
57999,077015
58000,077016
58001,077017
58002,077018
58003,077019
58004,07701P
58005,07702
58006,077020
58007,077021
58008,077022
58009,077023
58010,077024
58011,077025
58012,077026
58013,077027
58014,077028
58015,077029
58016,07702P
58017,07703
58018,077030
58019,077031
58020,077032
58021,077033
58022,077034
58023,077035
58024,077036
58025,077037
58026,077038
58027,077039
58028,07703P
58029,07704
58030,077040
58031,077041
58032,077042
58033,077043
58034,077044
58035,077045
58036,077046
58037,077047
58038,077048
58039,077049
58040,07704P
58041,07705
58042,077050
58043,077051
58044,077052
58045,077053
58046,077054
58047,077055
58048,077056
58049,077057
58050,077058
58051,077059
58052,07705P
58053,07706
58054,077060
58055,077061
58056,077062
58057,077063
58058,077064
58059,077065
58060,077066
58061,077067
58062,077068
58063,077069
58064,07706P
58065,07707
58066,077070
58067,077071
58068,077072
58069,077073
58070,077074
58071,077075
58072,077076
58073,077077
58074,077078
58075,077079
58076,07707P
58077,07708
58078,077080
58079,077081
58080,077082
58081,077083
58082,077084
58083,077085
58084,077086
58085,077087
58086,077088
58087,077089
58088,07708P
58089,07709
58090,077090
58091,077091
58092,077092
58093,077093
58094,077094
58095,077095
58096,077096
58097,077097
58098,077098
58099,077099
58100,07709P
58101,0771
58102,07710
58103,077100
58104,077101
58105,077102
58106,077103
58107,077104
58108,077105
58109,077106
58110,077107
58111,077108
58112,077109
58113,07710P
58114,07711
58115,077110
58116,077111
58117,077112
58118,077113
58119,077114
58120,077115
58121,077116
58122,077117
58123,077118
58124,077119
58125,07711P
58126,07712
58127,077120
58128,077121
58129,077122
58130,077123
58131,077124
58132,077125
58133,077126
58134,077127
58135,077128
58136,077129
58137,07712P
58138,07713
58139,077130
58140,077131
58141,077132
58142,077133
58143,077134
58144,077135
58145,077136
58146,077137
58147,077138
58148,077139
58149,07713P
58150,07714
58151,077140
58152,077141
58153,077142
58154,077143
58155,077144
58156,077145
58157,077146
58158,077147
58159,077148
58160,077149
58161,07714P
58162,07715
58163,077150
58164,077151
58165,077152
58166,077153
58167,077154
58168,077155
58169,077156
58170,077157
58171,077158
58172,077159
58173,07715P
58174,07716
58175,077160
58176,077161
58177,077162
58178,077163
58179,077164
58180,077165
58181,077166
58182,077167
58183,077168
58184,077169
58185,07716P
58186,07717
58187,077170
58188,077171
58189,077172
58190,077173
58191,077174
58192,077175
58193,077176
58194,077177
58195,077178
58196,077179
58197,07717P
58198,07718
58199,077180
58200,077181
58201,077182
58202,077183
58203,077184
58204,077185
58205,077186
58206,077187
58207,077188
58208,077189
58209,07718P
58210,07719
58211,077190
58212,077191
58213,077192
58214,077193
58215,077194
58216,077195
58217,077196
58218,077197
58219,077198
58220,077199
58221,07719P
58222,0772
58223,07720
58224,077200
58225,077201
58226,077202
58227,077203
58228,077204
58229,077205
58230,077206
58231,077207
58232,077208
58233,077209
58234,07720P
58235,07721
58236,077210
58237,077211
58238,077212
58239,077213
58240,077214
58241,077215
58242,077216
58243,077217
58244,077218
58245,077219
58246,07721P
58247,07722
58248,077220
58249,077221
58250,077222
58251,077223
58252,077224
58253,077225
58254,077226
58255,077227
58256,077228
58257,077229
58258,07722P
58259,07723
58260,077230
58261,077231
58262,077232
58263,077233
58264,077234
58265,077235
58266,077236
58267,077237
58268,077238
58269,077239
58270,07723P
58271,07724
58272,077240
58273,077241
58274,077242
58275,077243
58276,077244
58277,077245
58278,077246
58279,077247
58280,077248
58281,077249
58282,07724P
58283,07725
58284,077250
58285,077251
58286,077252
58287,077253
58288,077254
58289,077255
58290,077256
58291,077257
58292,077258
58293,077259
58294,07725P
58295,07726
58296,077260
58297,077261
58298,077262
58299,077263
58300,077264
58301,077265
58302,077266
58303,077267
58304,077268
58305,077269
58306,07726P
58307,07727
58308,077270
58309,077271
58310,077272
58311,077273
58312,077274
58313,077275
58314,077276
58315,077277
58316,077278
58317,077279
58318,07727P
58319,07728
58320,077280
58321,077281
58322,077282
58323,077283
58324,077284
58325,077285
58326,077286
58327,077287
58328,077288
58329,077289
58330,07728P
58331,07729
58332,077290
58333,077291
58334,077292
58335,077293
58336,077294
58337,077295
58338,077296
58339,077297
58340,077298
58341,077299
58342,07729P
58343,0773
58344,07730
58345,077300
58346,077301
58347,077302
58348,077303
58349,077304
58350,077305
58351,077306
58352,077307
58353,077308
58354,077309
58355,07730P
58356,07731
58357,077310
58358,077311
58359,077312
58360,077313
58361,077314
58362,077315
58363,077316
58364,077317
58365,077318
58366,077319
58367,07731P
58368,07732
58369,077320
58370,077321
58371,077322
58372,077323
58373,077324
58374,077325
58375,077326
58376,077327
58377,077328
58378,077329
58379,07732P
58380,07733
58381,077330
58382,077331
58383,077332
58384,077333
58385,077334
58386,077335
58387,077336
58388,077337
58389,077338
58390,077339
58391,07733P
58392,07734
58393,077340
58394,077341
58395,077342
58396,077343
58397,077344
58398,077345
58399,077346
58400,077347
58401,077348
58402,077349
58403,07734P
58404,07735
58405,077350
58406,077351
58407,077352
58408,077353
58409,077354
58410,077355
58411,077356
58412,077357
58413,077358
58414,077359
58415,07735P
58416,07736
58417,077360
58418,077361
58419,077362
58420,077363
58421,077364
58422,077365
58423,077366
58424,077367
58425,077368
58426,077369
58427,07736P
58428,07737
58429,077370
58430,077371
58431,077372
58432,077373
58433,077374
58434,077375
58435,077376
58436,077377
58437,077378
58438,077379
58439,07737P
58440,07738
58441,077380
58442,077381
58443,077382
58444,077383
58445,077384
58446,077385
58447,077386
58448,077387
58449,077388
58450,077389
58451,07738P
58452,07739
58453,077390
58454,077391
58455,077392
58456,077393
58457,077394
58458,077395
58459,077396
58460,077397
58461,077398
58462,077399
58463,07739P
58464,0774
58465,07740
58466,077400
58467,077401
58468,077402
58469,077403
58470,077404
58471,077405
58472,077406
58473,077407
58474,077408
58475,077409
58476,07740P
58477,07741
58478,077410
58479,077411
58480,077412
58481,077413
58482,077414
58483,077415
58484,077416
58485,077417
58486,077418
58487,077419
58488,07741P
58489,07742
58490,077420
58491,077421
58492,077422
58493,077423
58494,077424
58495,077425
58496,077426
58497,077427
58498,077428
58499,077429
58500,07742P
58501,07743
58502,077430
58503,077431
58504,077432
58505,077433
58506,077434
58507,077435
58508,077436
58509,077437
58510,077438
58511,077439
58512,07743P
58513,07744
58514,077440
58515,077441
58516,077442
58517,077443
58518,077444
58519,077445
58520,077446
58521,077447
58522,077448
58523,077449
58524,07744P
58525,07745
58526,077450
58527,077451
58528,077452
58529,077453
58530,077454
58531,077455
58532,077456
58533,077457
58534,077458
58535,077459
58536,07745P
58537,07746
58538,077460
58539,077461
58540,077462
58541,077463
58542,077464
58543,077465
58544,077466
58545,077467
58546,077468
58547,077469
58548,07746P
58549,07747
58550,077470
58551,077471
58552,077472
58553,077473
58554,077474
58555,077475
58556,077476
58557,077477
58558,077478
58559,077479
58560,07747P
58561,07748
58562,077480
58563,077481
58564,077482
58565,077483
58566,077484
58567,077485
58568,077486
58569,077487
58570,077488
58571,077489
58572,07748P
58573,07749
58574,077490
58575,077491
58576,077492
58577,077493
58578,077494
58579,077495
58580,077496
58581,077497
58582,077498
58583,077499
58584,07749P
58585,0775
58586,07750
58587,077500
58588,077501
58589,077502
58590,077503
58591,077504
58592,077505
58593,077506
58594,077507
58595,077508
58596,077509
58597,07750P
58598,07751
58599,077510
58600,077511
58601,077512
58602,077513
58603,077514
58604,077515
58605,077516
58606,077517
58607,077518
58608,077519
58609,07751P
58610,07752
58611,077520
58612,077521
58613,077522
58614,077523
58615,077524
58616,077525
58617,077526
58618,077527
58619,077528
58620,077529
58621,07752P
58622,07753
58623,077530
58624,077531
58625,077532
58626,077533
58627,077534
58628,077535
58629,077536
58630,077537
58631,077538
58632,077539
58633,07753P
58634,07754
58635,077540
58636,077541
58637,077542
58638,077543
58639,077544
58640,077545
58641,077546
58642,077547
58643,077548
58644,077549
58645,07754P
58646,07755
58647,077550
58648,077551
58649,077552
58650,077553
58651,077554
58652,077555
58653,077556
58654,077557
58655,077558
58656,077559
58657,07755P
58658,07756
58659,077560
58660,077561
58661,077562
58662,077563
58663,077564
58664,077565
58665,077566
58666,077567
58667,077568
58668,077569
58669,07756P
58670,07757
58671,077570
58672,077571
58673,077572
58674,077573
58675,077574
58676,077575
58677,077576
58678,077577
58679,077578
58680,077579
58681,07757P
58682,07758
58683,077580
58684,077581
58685,077582
58686,077583
58687,077584
58688,077585
58689,077586
58690,077587
58691,077588
58692,077589
58693,07758P
58694,07759
58695,077590
58696,077591
58697,077592
58698,077593
58699,077594
58700,077595
58701,077596
58702,077597
58703,077598
58704,077599
58705,07759P
58706,0776
58707,07760
58708,077600
58709,077601
58710,077602
58711,077603
58712,077604
58713,077605
58714,077606
58715,077607
58716,077608
58717,077609
58718,07760P
58719,07761
58720,077610
58721,077611
58722,077612
58723,077613
58724,077614
58725,077615
58726,077616
58727,077617
58728,077618
58729,077619
58730,07761P
58731,07762
58732,077620
58733,077621
58734,077622
58735,077623
58736,077624
58737,077625
58738,077626
58739,077627
58740,077628
58741,077629
58742,07762P
58743,07763
58744,077630
58745,077631
58746,077632
58747,077633
58748,077634
58749,077635
58750,077636
58751,077637
58752,077638
58753,077639
58754,07763P
58755,07764
58756,077640
58757,077641
58758,077642
58759,077643
58760,077644
58761,077645
58762,077646
58763,077647
58764,077648
58765,077649
58766,07764P
58767,07765
58768,077650
58769,077651
58770,077652
58771,077653
58772,077654
58773,077655
58774,077656
58775,077657
58776,077658
58777,077659
58778,07765P
58779,07766
58780,077660
58781,077661
58782,077662
58783,077663
58784,077664
58785,077665
58786,077666
58787,077667
58788,077668
58789,077669
58790,07766P
58791,07767
58792,077670
58793,077671
58794,077672
58795,077673
58796,077674
58797,077675
58798,077676
58799,077677
58800,077678
58801,077679
58802,07767P
58803,07768
58804,077680
58805,077681
58806,077682
58807,077683
58808,077684
58809,077685
58810,077686
58811,077687
58812,077688
58813,077689
58814,07768P
58815,07769
58816,077690
58817,077691
58818,077692
58819,077693
58820,077694
58821,077695
58822,077696
58823,077697
58824,077698
58825,077699
58826,07769P
58827,0777
58828,07770
58829,077700
58830,077701
58831,077702
58832,077703
58833,077704
58834,077705
58835,077706
58836,077707
58837,077708
58838,077709
58839,07770P
58840,07771
58841,077710
58842,077711
58843,077712
58844,077713
58845,077714
58846,077715
58847,077716
58848,077717
58849,077718
58850,077719
58851,07771P
58852,07772
58853,077720
58854,077721
58855,077722
58856,077723
58857,077724
58858,077725
58859,077726
58860,077727
58861,077728
58862,077729
58863,07772P
58864,07773
58865,077730
58866,077731
58867,077732
58868,077733
58869,077734
58870,077735
58871,077736
58872,077737
58873,077738
58874,077739
58875,07773P
58876,07774
58877,077740
58878,077741
58879,077742
58880,077743
58881,077744
58882,077745
58883,077746
58884,077747
58885,077748
58886,077749
58887,07774P
58888,07775
58889,077750
58890,077751
58891,077752
58892,077753
58893,077754
58894,077755
58895,077756
58896,077757
58897,077758
58898,077759
